time app subpolicy target_mem credit_bytes share min_mem min_mem_pct steal_size bytes_in_use need hits accesses shadow_q_hits survivor_items survivor_bytes evicted_items evicted_bytes hit_rate w_hit_rate live_items 
30277204 2 normal 100000000 0 100000000 10000000 10 65536 161731054 0.61831 1244 5397 106 1150873 383766535 47384 15675848 0.230498 -1 483561 
30277204 1 normal 200000000 0 200000000 20000000 10 65536 116066811 1.72315 807 5591 0 565564 113478964 0 0 0.144339 -1 573203 
30280814 2 normal 100000000 0 100000000 10000000 10 65536 161747762 0.618247 1271 5479 107 1150873 383766535 47384 15675848 0.231977 -1 483626 
30280814 1 normal 200000000 0 200000000 20000000 10 65536 116079198 1.72296 819 5681 0 565564 113478964 0 0 0.144165 -1 573293 
30284419 2 normal 100000000 0 100000000 10000000 10 65536 161771138 0.618157 1287 5554 107 1150873 383766535 47384 15675848 0.231725 -1 483688 
30284419 1 normal 200000000 0 200000000 20000000 10 65536 116086793 1.72285 831 5742 0 565564 113478964 0 0 0.144723 -1 573354 
30288023 2 normal 100000000 0 100000000 10000000 10 65536 161793003 0.618074 1304 5628 107 1150873 383766535 47384 15675848 0.231699 -1 483751 
30288023 1 normal 200000000 0 200000000 20000000 10 65536 116100426 1.72265 843 5806 0 565564 113478964 0 0 0.145195 -1 573417 
30291638 2 normal 100000000 0 100000000 10000000 10 65536 161815025 0.61799 1329 5704 108 1150873 383766535 47384 15675848 0.232994 -1 483816 
30291638 1 normal 200000000 0 200000000 20000000 10 65536 116109758 1.72251 856 5876 0 565564 113478964 0 0 0.145677 -1 573486 
30295222 2 normal 100000000 0 100000000 10000000 10 65536 161843930 0.617879 1341 5772 108 1150873 383766535 47384 15675848 0.232328 -1 483875 
30295222 1 normal 200000000 0 200000000 20000000 10 65536 116128950 1.72222 872 5958 0 565564 113478964 0 0 0.146358 -1 573568 
30298808 2 normal 100000000 0 100000000 10000000 10 65536 161868765 0.617784 1351 5845 108 1150873 383766535 47384 15675848 0.231138 -1 483944 
30298808 1 normal 200000000 0 200000000 20000000 10 65536 116145098 1.72198 886 6025 0 565564 113478964 0 0 0.147054 -1 573635 
30302449 2 normal 100000000 0 100000000 10000000 10 65536 161883564 0.617728 1362 5908 108 1150873 383766535 47384 15675848 0.230535 -1 484000 
30302449 1 normal 200000000 0 200000000 20000000 10 65536 116152120 1.72188 898 6088 0 565564 113478964 0 0 0.147503 -1 573698 
30306032 2 normal 100000000 0 100000000 10000000 10 65536 161904272 0.617649 1370 5983 108 1150873 383766535 47384 15675848 0.228982 -1 484069 
30306032 1 normal 200000000 0 200000000 20000000 10 65536 116171787 1.72159 906 6144 0 565564 113478964 0 0 0.147461 -1 573753 
30309611 2 normal 100000000 0 100000000 10000000 10 65536 161931126 0.617546 1383 6062 108 1150873 383766535 47384 15675848 0.228143 -1 484137 
30309611 1 normal 200000000 0 200000000 20000000 10 65536 116184315 1.7214 914 6211 0 565564 113478964 0 0 0.147158 -1 573820 
30313218 2 normal 100000000 0 100000000 10000000 10 65536 161949184 0.617478 1395 6124 108 1150873 383766535 47384 15675848 0.227792 -1 484190 
30313218 1 normal 200000000 0 200000000 20000000 10 65536 116196756 1.72122 928 6287 0 565564 113478964 0 0 0.147606 -1 573896 
30316805 2 normal 100000000 0 100000000 10000000 10 65536 161973325 0.617386 1415 6202 108 1150873 383766535 47384 15675848 0.228152 -1 484256 
30316805 1 normal 200000000 0 200000000 20000000 10 65536 116208332 1.72105 935 6351 0 565564 113478964 0 0 0.147221 -1 573960 
30320472 2 normal 100000000 0 100000000 10000000 10 65536 161994977 0.617303 1431 6282 109 1150873 383766535 47384 15675848 0.227794 -1 484323 
30320472 1 normal 200000000 0 200000000 20000000 10 65536 116222295 1.72084 942 6413 0 565564 113478964 0 0 0.146889 -1 574022 
30324015 2 normal 100000000 0 100000000 10000000 10 65536 162003902 0.617269 1442 6337 109 1150873 383766535 47384 15675848 0.227552 -1 484370 
30324015 1 normal 200000000 0 200000000 20000000 10 65536 116237476 1.72062 955 6481 0 565564 113478964 0 0 0.147354 -1 574089 
30327621 2 normal 100000000 0 100000000 10000000 10 65536 162018279 0.617214 1462 6407 109 1150873 383766535 47384 15675848 0.228188 -1 484427 
30327621 1 normal 200000000 0 200000000 20000000 10 65536 116253783 1.72037 960 6539 0 565564 113478964 0 0 0.146811 -1 574147 
30331241 2 normal 100000000 0 100000000 10000000 10 65536 162043283 0.617119 1480 6486 109 1150873 383766535 47384 15675848 0.228184 -1 484493 
30331241 1 normal 200000000 0 200000000 20000000 10 65536 116269177 1.72015 972 6607 0 565564 113478964 0 0 0.147117 -1 574215 
30334834 2 normal 100000000 0 100000000 10000000 10 65536 162065086 0.617036 1495 6574 109 1150873 383766535 47384 15675848 0.227411 -1 484570 
30334834 1 normal 200000000 0 200000000 20000000 10 65536 116283785 1.71993 981 6675 0 565564 113478964 0 0 0.146966 -1 574283 
30338443 2 normal 100000000 0 100000000 10000000 10 65536 162082592 0.616969 1510 6651 109 1150873 383766535 47384 15675848 0.227034 -1 484635 
30338443 1 normal 200000000 0 200000000 20000000 10 65536 116293785 1.71978 986 6733 0 565564 113478964 0 0 0.146443 -1 574341 
30342013 2 normal 100000000 0 100000000 10000000 10 65536 162095757 0.616919 1522 6708 109 1150873 383766535 47384 15675848 0.226893 -1 484688 
30342013 1 normal 200000000 0 200000000 20000000 10 65536 116307169 1.71958 998 6809 0 565564 113478964 0 0 0.146571 -1 574417 
30345605 2 normal 100000000 0 100000000 10000000 10 65536 162106364 0.616879 1538 6763 109 1150873 383766535 47384 15675848 0.227414 -1 484731 
30345605 1 normal 200000000 0 200000000 20000000 10 65536 116323031 1.71935 1007 6870 0 565564 113478964 0 0 0.146579 -1 574478 
30349224 2 normal 100000000 0 100000000 10000000 10 65536 162122836 0.616816 1548 6822 109 1150873 383766535 47384 15675848 0.226913 -1 484782 
30349224 1 normal 200000000 0 200000000 20000000 10 65536 116335393 1.71917 1019 6946 0 565564 113478964 0 0 0.146703 -1 574554 
30352826 2 normal 100000000 0 100000000 10000000 10 65536 162141523 0.616745 1559 6880 109 1150873 383766535 47384 15675848 0.226599 -1 484833 
